"","X","CASE_STATUS","EMPLOYER_NAME","SOC_NAME","JOB_TITLE","FULL_TIME_POSITION","PREVAILING_WAGE","YEAR","WORKSITE","lon","lat"
"264",264,"CERTIFIED","OMA SHANTI INC.","CHIEF EXECUTIVES","CHIEF FINANCIAL OFFICER","Y",178776,2016,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
"265",265,"CERTIFIED","PINDROP SECURITY, INC.","CHIEF EXECUTIVES","CHIEF EXECUTIVE OFFICER","Y",150238,2016,"ATLANTA, GEORGIA",-84.3879824,33.7489954
"266",266,"CERTIFIED","MILLENNIUM ADVISORS, LLC","CHIEF EXECUTIVES","DIRECTOR ETF TRADING & CREDIT MARKETS","Y",187199,2016,"CHARLOTTE, NORTH CAROLINA",-80.8431267,35.2270869
"267",267,"CERTIFIED","MYCHILD INC.","CHIEF EXECUTIVES","CEO & SYSTEMS MANAGER","Y",82930,2016,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
"268",268,"CERTIFIED","KONCERT IT TECHNOLOGY SOLUTIONS, LLC","CHIEF EXECUTIVES","E-COMMERCE DIRECTOR","Y",252158.4,2016,"CINCINNATI, OHIO",-84.5120196,39.1031182
"269",269,"CERTIFIED","SEMPRA LNG AND MIDSTREAM LLC","CHIEF EXECUTIVES","VICE PRESIDENT OF BUSINESS ORIGINATION","Y",197683,2016,"SAN DIEGO, CALIFORNIA",-117.1610838,32.715738
"270",270,"CERTIFIED","CHARTA GLOBAL, INC.","CHIEF EXECUTIVES","MANAGING DIRECTOR/MARKETING - AMERICAS","Y",198266,2016,"ATLANTA, GEORGIA",-84.3879824,33.7489954
"271",271,"CERTIFIED","SOFTTEK INTEGRATION SYSTEMS, INC.","CHIEF EXECUTIVES","ACCOUNT DIRECTOR","Y",130853,2016,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
"272",272,"CERTIFIED","SELUX CORPORATION","CHIEF EXECUTIVES","CEO","Y",160722,2016,"HIGHLAND, NEW YORK",NA,NA
"273",273,"DENIED","RESONANCE GLOBAL COMPLIANCE LLC","CHIEF EXECUTIVES","CHIEF TECHNOLOGY OFFICER- WIRELESS COMMUNICATION DEVICE","Y",78000,2016,"BATON ROUGE, LOUISIANA",-91.1403196,30.4582829
"274",274,"CERTIFIED","CELGENE CORPORATION","CHIEF EXECUTIVES","SVP, WORLDWIDE MARKETS, I&I","Y",187200,2016,"SUMMIT, NEW JERSEY",-74.3646122,40.7146376
"275",275,"CERTIFIED","THE MIHALIK GROUP, LLC","CHIEF EXECUTIVES","VICE PRESIDENT / EXECUTIVE DIRECTOR OF QI & PM  OPERATIONS","Y",82930,2016,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
"276",276,"CERTIFIED","HERBSTREITH & FOX INC.","CHIEF EXECUTIVES","EXECUTIVE VICE PRESIDENT","Y",187200,2016,"ELMSFORD, NEW YORK",-73.8201337,41.0550969
"277",277,"CERTIFIED","KONCERT IT SOLUTIONS, LLC","CHIEF EXECUTIVES","E-COMMERCE DIRECTOR","Y",252158.4,2016,"CINCINNATI, OHIO",-84.5120196,39.1031182
"278",278,"CERTIFIED","EVANESCENT DIAGNOSTIC SYSTEMS LLC","CHIEF EXECUTIVES","CHIEF TECHNOLOGY OFFICER","Y",187200,2016,"LOS GATOS, CALIFORNIA",-121.9623751,37.2358078
"279",279,"CERTIFIED","PLASCO, LLC","CHIEF EXECUTIVES","DIRECTOR INTERNATIONAL STRATEGIC INITIATIVES","Y",159370,2016,"MIAMI, FLORIDA",-80.1917902,25.7616798
"280",280,"CERTIFIED","BASK MANAGEMENT, LLC","CHIEF EXECUTIVES","VP - ACQUISITIONS & DEVELOPMENT","Y",82930,2016,"ELGIN, ILLINOIS",-88.2825668,42.0354084
"281",281,"CERTIFIED","BARRY'S BOOTCAMP HOLDINGS LLC","CHIEF EXECUTIVES","CHIEF MARKETING OFFICER","Y",210122,2016,"LOS ANGELES, CALIFORNIA",-118.2436849,34.0522342
"282",282,"CERTIFIED","WILD SOUL LLC","CHIEF EXECUTIVES","EXECUTIVE DIRECTOR","Y",113090,2016,"KEY BISCAYNE, FLORIDA",-80.1628248,25.693713
"283",283,"CERTIFIED","HEALTHJUMP INC","CHIEF EXECUTIVES","CHIEF EXECUTIVE OFFICER","Y",187200,2016,"PHOENIXVILLE, PENNSYLVANIA",-75.5149128,40.1303822
"284",284,"CERTIFIED","THE MORGRIDGE INSTITUTE FOR RESEARCH INC.","CHIEF EXECUTIVES","DIRECTOR - MEDICAL ENGINEERING","Y",218733,2016,"MADISON, WISCONSIN",-89.4012302,43.0730517
"285",285,"CERTIFIED","WILLOWBRIDGE ASSOCIATES INC.","CHIEF EXECUTIVES","CHIEF RISK OFFICER","Y",187200,2016,"PLAINSBORO, NEW JERSEY",-74.585292,40.3382543
"286",286,"CERTIFIED","ASCENT SOLAR TECHNOLOGIES, INC.","CHIEF EXECUTIVES","PRESIDENT & CHIEF EXECUTIVE OFFICER","Y",187200,2016,"THORNTON, COLORADO",-104.9719243,39.8680412
"287",287,"CERTIFIED","DERMATOLOGIC COSMETIC LABORATORIES, LTD.","CHIEF EXECUTIVES","PRESIDENT/CEO","Y",151778,2016,"EAST HAVEN, CONNECTICUT",NA,NA
"288",288,"CERTIFIED","ALTO USA LLC","CHIEF EXECUTIVES","CEO","Y",205629,2016,"MIAMI, FLORIDA",-80.1917902,25.7616798
"289",289,"CERTIFIED","VITASOY USA, INC.","CHIEF EXECUTIVES","PRESIDENT & CHIEF EXECUTIVE OFFICER","Y",209602,2016,"WOBURN, MASSACHUSETTS",-71.1522765,42.4792618
"290",290,"CERTIFIED","VARIANTYX INC.","CHIEF EXECUTIVES","CHIEF INFORMATION OFFICER","Y",164403,2016,"FRAMINGHAM, MASSACHUSETTS",-71.4161565,42.279286
"291",291,"CERTIFIED","KAUTEX MACHINES, INC.","CHIEF EXECUTIVES","CHIEF EXECUTIVES","Y",187200,2016,"NORTH BRANCH, NEW JERSEY",NA,NA
"292",292,"CERTIFIED","COTTONWOOD MANAGEMENT LLC","CHIEF EXECUTIVES","CHIEF OPERATING OFFICER","Y",117998.4,2016,"PASADENA, CALIFORNIA",-118.1445155,34.1477849
"293",293,"CERTIFIED","THRU RAINBOW, LLC","CHIEF EXECUTIVES","CHIEF EXECUTIVE OFFICER","Y",102190,2016,"JACKSONVILLE, FLORIDA",-81.655651,30.3321838
"294",294,"CERTIFIED","HOSPIRA INC., A PFIZER COMPANY","CHIEF EXECUTIVES","VICE PRESIDENT, U.S. PHARMA OPERATIONS","Y",238368,2016,"LAKE FOREST, ILLINOIS",-87.840625,42.2586342
"295",295,"WITHDRAWN","IMPERIAL PACIFIC INTERNATIONAL CNMI","CHIEF EXECUTIVES","SENIOR VICE PRESIDENT OF HOTEL OPERATIONS","Y",165920,2016,"SAIPAN, NA",145.7297891,15.1515153
"296",296,"CERTIFIED","KAIZEN ANALYTIX LLC","CHIEF EXECUTIVES","DIRECTOR, OPERATIONS RESEARCH","Y",102190,2016,"ATLANTA, GEORGIA",-84.3879824,33.7489954
"297",297,"CERTIFIED","LASSONDE PAPPAS AND COMPANY, INC.","CHIEF EXECUTIVES","CHIEF EXECUTIVE OFFICER","Y",247832,2016,"CARNEYS POINT, NEW JERSEY",NA,NA
"298",298,"WITHDRAWN","IMPERIAL PACIFIC INTERNATIONAL CNMI","CHIEF EXECUTIVES","VICE PRESIDENT OF HOTEL OPERATIONS","Y",165920,2016,"SAIPAN, NA",145.7297891,15.1515153
"299",299,"CERTIFIED","UNIVERSITY OF CALIFORNIA, LOS ANGELES","CHIEF EXECUTIVES","ASSO. VICE CHANCELLOR FOR INTEL. PROP. AND IND. SPON. RES.","Y",91312,2016,"LOS ANGELES, CALIFORNIA",-118.2436849,34.0522342
"300",300,"CERTIFIED","VITASOY USA, INC.","CHIEF EXECUTIVES","PRESIDENT & CHIEF EXECUTIVE OFFICER","Y",209602,2016,"WOBURN, MASSACHUSETTS",-71.1522765,42.4792618
"301",301,"CERTIFIED","YALE UNIVERSITY","CHIEF EXECUTIVES","CHIEF OPERATING OFFICER","Y",195208,2016,"NEW HAVEN, CONNECTICUT",-72.9278835,41.308274
"302",302,"CERTIFIED","HEALTHJUMP INC","CHIEF EXECUTIVES","CHIEF EXECUTIVE OFFICER","Y",187200,2016,"PHOENIXVILLE, PENNSYLVANIA",-75.5149128,40.1303822
"303",303,"CERTIFIED","BROOKS BROTHERS GROUP, INC","CHIEF EXECUTIVES","VICE PRESIDENT, HOSPITALITY DIVISION","Y",233418,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"304",304,"CERTIFIED","AGCO CORPORATION","CHIEF EXECUTIVES","VICE PRESIDENT, GLOBAL PURCHASING AND MATERIALS","Y",253635,2016,"DULUTH, GEORGIA",-84.1446376,34.0028786
"305",305,"WITHDRAWN","IMPERIAL PACIFIC INTERNATIONAL CNMI","CHIEF EXECUTIVES","SENIOR VICE PRESIDENT, INFORMATION TECHNOLOGY","Y",214790,2016,"SAIPAN, NA",145.7297891,15.1515153
"306",306,"DENIED","AGLYTIX, INC.","CHIEF EXECUTIVES","CHIEF OPERATING OFFICER","Y",70900,2016,"MANKATO, MINNESOTA",-93.9993996,44.1635775
"307",307,"CERTIFIED","AGLYTIX, INC.","CHIEF EXECUTIVES","CHIEF OPERATING OFFICER","Y",70900,2016,"MANKATO, MINNESOTA",-93.9993996,44.1635775
"308",308,"CERTIFIED","IMPERIAL PACIFIC INTERNATIONAL CNMI","CHIEF EXECUTIVES","SENIOR VICE PRESIDENT OF HOTEL OPERATIONS","Y",214790,2016,"SAIPAN, NA",145.7297891,15.1515153
"309",309,"CERTIFIED","PGM TECHNOLOGIES, INC.","CHIEF EXECUTIVES","OPERATIONS MANAGER","N",50107,2016,"KNOXVILLE, TENNESSEE",-83.9207392,35.9606384
"310",310,"CERTIFIED","HSO NORTH AMERICA, LLC","CHIEF EXECUTIVES","CHIEF TECHNOLOGY OFFICER","Y",130853,2016,"NORTHBROOK, ILLINOIS",-87.8289548,42.1275267
"311",311,"CERTIFIED","STUDENTS FOR LIBERTY, INCORPORATED","CHIEF EXECUTIVES","CHIEF EXECUTIVE OFFICER","Y",103480,2016,"WASHINGTON, DISTRICT OF COLUMBIA",-77.0368707,38.9071923
"312",312,"CERTIFIED","CIOX HEALTH, LLC","CHIEF EXECUTIVES","CHIEF TECHNOLOGY OFFICER OF PROVIDER SOLUTIONS","Y",246314,2016,"ALPHARETTA, GEORGIA",-84.2940899,34.0753762
"313",313,"CERTIFIED","TRAILRUNNER INTERNATIONAL, LLC","CHIEF EXECUTIVES","CHIEF OPERATING OFFICER","Y",149594,2016,"WASHINGTON, DISTRICT OF COLUMBIA",-77.0368707,38.9071923
"314",314,"CERTIFIED","LUXOTTICA RETAIL NORTH AMERICA INC.","CHIEF EXECUTIVES","SR. DIRECTOR - CONTINUOUS IMPROVEMENT","Y",155958,2016,"MASON, OHIO",-84.309939,39.3600586
"315",315,"CERTIFIED","AXMENTOR, INC.","CHIEF EXECUTIVES","CHIEF EXECUTIVE OFFICER","Y",205566,2016,"SAN DIEGO, CALIFORNIA",-117.1610838,32.715738
"316",316,"CERTIFIED-WITHDRAWN","UNUM GROUP","CHIEF EXECUTIVES","SVP, BUSINESS & TECHNOLOGY TRANSFORMATION","Y",218691,2016,"PORTLAND, MAINE",-70.2553259,43.661471
"317",317,"CERTIFIED","CHOU TEAM REALTY INC.","CHIEF EXECUTIVES","CHIEF ANALYTICS OFFICER","Y",119558,2016,"IRVINE, CALIFORNIA",-117.7946942,33.6839473
"318",318,"CERTIFIED","BARRY'S BOOTCAMP HOLDINGS LLC","CHIEF EXECUTIVES","CHEIF MARKETING OFFICER","Y",240469,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"319",319,"CERTIFIED","LOS ANGELES BIOMEDICAL RESEARCH INSTITUTE","CHIEF EXECUTIVES","CHIEF SCIENTIFIC OFFICER","Y",162115,2016,"TORRANCE, CALIFORNIA",-118.3406288,33.8358492
"320",320,"CERTIFIED","CHYY (USA), LLC, F/K/A HRC LEASING COMPANY, LLC","CHIEF EXECUTIVES","PRESIDENT","Y",252137.6,2016,"WATERLOO, NEBRASKA",NA,NA
"321",321,"CERTIFIED","ALLIED MINERAL PRODUCTS, INC.","CHIEF EXECUTIVES","CORPORATE VP, DOMESTIC FOUNDRY AND STEEL","Y",102960,2016,"COLUMBUS, OHIO",-82.9987942,39.9611755
"322",322,"CERTIFIED","AVURE TECHNOLOGIES INCORPORATED","CHIEF EXECUTIVES","CHIEF TECHNICAL OFFICER","Y",156354,2016,"MIDDLETOWN, OHIO",-84.3982763,39.5150576
"323",323,"CERTIFIED","HEARTLAND TECHNOLOGY PARTNERS LLC","CHIEF EXECUTIVES","CHIEF FINANCIAL OFFICER","N",54662,2016,"KIRKWOOD, MISSOURI",NA,NA
"324",324,"CERTIFIED","LAICON CONSULTING SERVICES, INC.","CHIEF EXECUTIVES","CHIEF EXECUTIVE OFFICER","Y",94057.6,2016,"ORLANDO, FLORIDA",-81.3792365,28.5383355
"325",325,"CERTIFIED-WITHDRAWN","VITCO DISTRIBUTORS, INC","CHIEF EXECUTIVES","CHIEF FINANCIAL OFFICER","Y",133224,2016,"FONTANA, CALIFORNIA",-117.435048,34.0922335
"326",326,"CERTIFIED","CHENMED LLC","CHIEF EXECUTIVES","CHIEF OF STAFF","Y",262413,2016,"MIAMI, FLORIDA",-80.1917902,25.7616798
"327",327,"CERTIFIED","LIFE TECHNOLOGIES CORPORATION","CHIEF EXECUTIVES","DIRECTOR, BUSINESS DEVELOPMENT","Y",163176,2016,"SOUTH SAN FRANCISCO, CALIFORNIA",-122.4077498,37.654656
"328",328,"CERTIFIED","IT PEOPLE NETWORK LLC","CHIEF EXECUTIVES","DIRECTOR","Y",85821,2016,"AURORA, ILLINOIS",-88.3200715,41.7605849
"329",329,"WITHDRAWN","HERBSTREITH & FOX INC.","CHIEF EXECUTIVES","EXECUTIVE VICE PRESIDENT","Y",187200,2016,"ELMSFORD, NEW YORK",-73.8201337,41.0550969
"330",330,"CERTIFIED","CRANE & CO., INC.","CHIEF EXECUTIVES","PRESIDENT, INTERNATIONAL CURRENCY","Y",267800,2016,"BOSTON, MASSACHUSETTS",-71.0588801,42.3600825
"331",331,"CERTIFIED","LAUDERDALE TANKERS CORP.","CHIEF EXECUTIVES","MANAGING DIRECTOR","Y",211474,2016,"MIAMI, FLORIDA",-80.1917902,25.7616798
"332",332,"CERTIFIED","TANOTA DEVELOPMENT, LLC","CHIEF EXECUTIVES","RESIDENT MANAGER","Y",90626,2016,"TUMON, NA",144.7878689,13.4970205
"333",333,"CERTIFIED","OILFIELD STEEL SUPPLY, LLC","CHIEF EXECUTIVES","PRESIDENT","Y",197642,2016,"MAGNOLIA, TEXAS",-95.7507815,30.2093794
"334",334,"CERTIFIED","AMERICAN CONSERVATORY THEATRE FOUNDATION","CHIEF EXECUTIVES","EXECUTIVE DIRECTOR","Y",174803,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
"335",335,"CERTIFIED","ACCELETRADE CORPORATION","CHIEF EXECUTIVES","CHIEF EXECUTIVE OFFICER, US & EUROPE","Y",240469,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"336",336,"CERTIFIED","TRANS AMERICAN INFORMATION SYSTEMS INC","CHIEF EXECUTIVES","CHIEF TECHNOLOGY OFFICER","Y",229258,2016,"DALLAS, TEXAS",-96.7969879,32.7766642
"337",337,"CERTIFIED","THE HENRY M. JACKSON FOUNDATION","CHIEF EXECUTIVES","ASSOCIATE DIRECTOR-THERAPEUTICS RESEARC","Y",247978,2016,"BETHESDA, MARYLAND",-77.0947092,38.984652
"338",338,"CERTIFIED","PEATIX INC.","CHIEF EXECUTIVES","CHIEF EXECUTIVE OFFICER","Y",153005,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"339",339,"CERTIFIED","HELLO INC.","CHIEF EXECUTIVES","CHIEF BUSINESS OFFICER","Y",174803,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
"340",340,"CERTIFIED","WOOD-MIZER HOLDINGS, INC.","CHIEF EXECUTIVES","CHIEF EXECUTIVE OFFICER","Y",190382,2016,"INDIANAPOLIS, INDIANA",-86.158068,39.768403
"341",341,"CERTIFIED","L & T GROUP OF COMPANIES, LTD.","CHIEF EXECUTIVES","EXECUTIVE OFFICE MANAGER","N",55200,2016,"SAIPAN, NA",145.7297891,15.1515153
"342",342,"CERTIFIED","EAPEIRON SOLUTIONS INC","CHIEF EXECUTIVES","BUSINESS DEVELOPMENT DIRECTOR","Y",109616,2016,"MIAMI LAKES, FLORIDA",-80.3086619,25.9087056
"343",343,"CERTIFIED","RIVIAN AUTOMOTIVE LLC","CHIEF EXECUTIVES","CHIEF STRATEGY OFFICER","Y",226574,2016,"SAN MATEO, CALIFORNIA",-122.3255254,37.5629917
"344",344,"CERTIFIED","STEVE HERMANN HOTELS LLC","CHIEF EXECUTIVES","GENERAL MANAGER","Y",81765,2016,"PALM SPRINGS, CALIFORNIA",-116.5452921,33.8302961
"345",345,"CERTIFIED","DIEFFENBACHER USA, INC.","CHIEF EXECUTIVES","PRESIDENT AND CEO","Y",199930,2016,"ALPHARETTA, GEORGIA",-84.2940899,34.0753762
"346",346,"CERTIFIED","FINACCESS ADVISORS, LLC","CHIEF EXECUTIVES","MANAGING DIRECTOR, FAMILY OFFICE SERVICES","Y",262413,2016,"MIAMI, FLORIDA",-80.1917902,25.7616798
"347",347,"CERTIFIED","BLACK PEARL EXPLORATION LLC","CHIEF EXECUTIVES","CHIEF OPERATING OFFICER","Y",117957,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
"348",348,"DENIED","ASSOCIATION OF UNIVERSTY RESEARCH PARKS","CHIEF EXECUTIVES","CHIEF EXECUTIVE OFFICER","Y",147326,2016,"TUCSON, ARIZONA",-110.926479,32.2217429
"349",349,"CERTIFIED","MIDLANDS MANEGEMENT COMPANY","CHIEF EXECUTIVES","EXECUTIVE VICE PRESIDENT AND CHIEF OPERATING OFFICER","Y",173118,2016,"OKLAHOMA CITY, OKLAHOMA",-97.5164276,35.4675602
"350",350,"CERTIFIED","WAL-MART ASSOCIATES, INC.","CHIEF EXECUTIVES","SR. DIRECTOR - PORTFOLIO MANAGEMENT","Y",114317,2016,"BENTONVILLE, ARKANSAS",-94.2088172,36.3728538
"351",351,"CERTIFIED","SW TECH CORPORATION","CHIEF EXECUTIVES","CHIEF OPERATING OFFICER","Y",1e+05,2016,"PASADENA, CALIFORNIA",-118.1445155,34.1477849
"352",352,"CERTIFIED","BLACK PEARL EXPLORATION LLC","CHIEF EXECUTIVES","CHIEF OPERATING OFFICER","Y",117957,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
"353",353,"CERTIFIED","MODERN DENTAL PROFESSIONALS LEE INC.","CHIEF EXECUTIVES","PC PRESIDENT/DIRECTOR OF CLINICAL CARE","Y",91520,2016,"HUBER HEIGHTS, OHIO",NA,NA
"354",354,"CERTIFIED","TRACE GENOMICS, INC.","CHIEF EXECUTIVES","CHIEF EXECUTIVE OFFICER","Y",123053,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
"355",355,"CERTIFIED","WOO SPORTS INC.","CHIEF EXECUTIVES","CHIEF EXECUTIVE OFFICER","Y",118664,2016,"BOSTON, MASSACHUSETTS",-71.0588801,42.3600825
"356",356,"CERTIFIED","M. MORRIS INC.","CHIEF EXECUTIVES","VICE PRESIDENT OF STRATEGIC DEVELOPMENT","Y",163114,2016,"NORTH HOLLYWOOD, CALIFORNIA",-118.3812562,34.187044
"357",357,"CERTIFIED","WORLD WILDLIFE FUND US","CHIEF EXECUTIVES","GLOBAL LEADER, WWF MARKETS PRACTICE","Y",256588.8,2016,"WASHINGTON, DISTRICT OF COLUMBIA",-77.0368707,38.9071923
"358",358,"WITHDRAWN","ARUZE GAMING AMERICA, INC.","CHIEF EXECUTIVES","GROUP CHIEF OPERATING OFFICER","Y",235165,2016,"LAS VEGAS, NEVADA",-115.1398296,36.1699412
"359",359,"CERTIFIED","ASSOCIATION OF UNIVERSITY RESEARCH PARKS","CHIEF EXECUTIVES","CHIEF EXECUTIVE OFFICER","Y",147326,2016,"TUCSON, ARIZONA",-110.926479,32.2217429
"360",360,"CERTIFIED","STRATEGY ONE, INC.","CHIEF EXECUTIVES","SENIOR VICE PRESIDENT","Y",174803,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
"361",361,"CERTIFIED","TWINLAB CONSOLIDATION CORPORATION","CHIEF EXECUTIVES","VICE PRESIDENT, SALES & MARKETING","Y",177798,2016,"BOCA RATON, FLORIDA",-80.1289321,26.3683064
"362",362,"CERTIFIED","MECA FASHION CORPORATION","CHIEF EXECUTIVES","VICE PRESIDENT - BESINESS OPERATION & DEVELOPMENT","N",54662,2016,"ELLISVILLE, MISSOURI",-90.5870686,38.5925532
"363",363,"CERTIFIED","MEMORIAL HOSPITAL","CHIEF EXECUTIVES","CHIEF MEDICAL OFFICER","Y",180627,2016,"OWOSSO, MICHIGAN",NA,NA
"364",364,"CERTIFIED","320 LINCOLN LLC","CHIEF EXECUTIVES","EXECUTIVE DIRECTOR","Y",262412.8,2016,"MIAMI BEACH, FLORIDA",-80.1300455,25.790654
"365",365,"CERTIFIED","STRATEGIC GLOBAL MANAGEMENT, INC.","CHIEF EXECUTIVES","DIRECTOR, INTERNATIONAL BUSINESS DEVELOPMENT","Y",133224,2016,"RIVERSIDE, CALIFORNIA",-117.3961564,33.9533487
"366",366,"CERTIFIED","TRUEBLUE, INC.","CHIEF EXECUTIVES","VICE PRESIDENT, BUSINESS INTELLIGENCE","Y",98904,2016,"TACOMA, WASHINGTON",-122.4442906,47.2528768
"367",367,"CERTIFIED","STRATEGY ONE, INC.","CHIEF EXECUTIVES","EXECUTIVE VICE PRESIDENT","Y",174803,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
"368",368,"CERTIFIED","CIKLUM, INC.","CHIEF EXECUTIVES","CHIEF TECHNOLOGY OFFICER","Y",149926,2016,"CARLSBAD, CALIFORNIA",-117.3505939,33.1580933
"369",369,"CERTIFIED","NATIONAL COUNCIL OF YOUNG MEN'S CHRISTIAN ASSOCIATIONS OF THE USA","CHIEF EXECUTIVES","VICE-PRESIDENT, LARGE YMCA RESOURCES","Y",137155,2016,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
"370",370,"CERTIFIED","LIBERATE MEDICAL, LLC","CHIEF EXECUTIVES","CHIEF EXECUTIVE OFFICER","Y",88691,2016,"CRESTWOOD, KENTUCKY",NA,NA
"371",371,"CERTIFIED","PEATIX INC.","CHIEF EXECUTIVES","CHIEF EXECUTIVE OFFICER","Y",153005,2016,"BROOKLYN, NEW YORK",-73.9441579,40.6781784
"372",372,"CERTIFIED","A & F MANAGEMENT OF FLORIDA","CHIEF EXECUTIVES","CHIEF EXECUTIVE","Y",202300.8,2016,"MIAMI LAKES, FLORIDA",-80.3086619,25.9087056
"373",373,"WITHDRAWN","JEWISH FEDERATION OF GREATER TOLEDO","CHIEF EXECUTIVES","CHIEF EXECUTIVE OFFICER","Y",137758,2016,"SYLVANIA, OHIO",NA,NA
"374",374,"CERTIFIED","ECOINSIGHT, INC.","CHIEF EXECUTIVES","VICE PRESIDENT, QA","Y",92536,2016,"ALPHARETTA, GEORGIA",-84.2940899,34.0753762
"375",375,"CERTIFIED","BECHTEL EQUIPMENT OPERATIONS, INC.","CHIEF EXECUTIVES","CHIEF FINANCIAL OFFICER","Y",191422,2016,"SUGAR LAND, TEXAS",-95.6349463,29.6196787
"376",376,"CERTIFIED-WITHDRAWN","DEKALB REGIONAL HEALTH SYSTEM, INC.","CHIEF EXECUTIVES","MEDICAL DIRECTOR (HOSPITALIST)","Y",199930,2016,"DECATUR, GEORGIA",-84.2963123,33.7748275
"377",377,"CERTIFIED","JEWISH FEDERATION OF GREATER TOLEDO","CHIEF EXECUTIVES","CHIEF EXECUTIVE OFFICER","Y",137758,2016,"SYLVANIA, OHIO",NA,NA
"378",378,"WITHDRAWN","MICRO FINANCE ADVISORS, INC.","CHIEF EXECUTIVES","VICE PRESIDENT OF PLANNING AND PROJECTS","Y",113090,2016,"MIAMI, FLORIDA",-80.1917902,25.7616798
"379",379,"CERTIFIED","MICRO FINANCE ADVISORS, INC.","CHIEF EXECUTIVES","VICE PRESIDENT OF PLANNING AND PROJECTS","Y",113090,2016,"MIAMI, FLORIDA",-80.1917902,25.7616798
"380",380,"CERTIFIED","MICRO FINANCE ADVISORS, INC.","CHIEF EXECUTIVES","VICE PRESIDENT OF PLANNING AND PROJECTS","Y",113090,2016,"MIAMI, FLORIDA",-80.1917902,25.7616798
"381",381,"CERTIFIED","ELBRUS, INC.","CHIEF EXECUTIVES","CHIEF EXECUTIVE OFFICER","Y",113090,2016,"MIAMI, FLORIDA",-80.1917902,25.7616798
"382",382,"CERTIFIED","HITMAP, INC.","CHIEF EXECUTIVES","CHIEF EXECUTIVE OFFICER","Y",106246,2016,"BERKELEY, CALIFORNIA",-122.272747,37.8715926
"383",383,"CERTIFIED","CALIFORNIA GIANT, INC.","CHIEF EXECUTIVES","EXECUTIVE DIRECTOR - BLUEBERRY DIVISION","Y",127795,2016,"WATSONVILLE, CALIFORNIA",-121.7568946,36.910231
"384",384,"CERTIFIED-WITHDRAWN","CORK ALLIANCE INC","CHIEF EXECUTIVES","CHIEF OPERATIONS OFFICER","Y",113090,2016,"DORAL, FLORIDA",-80.3553302,25.8195424
"385",385,"CERTIFIED","CORK ALLIANCE INC","CHIEF EXECUTIVES","CHIEF OPERATIONS OFFICER","Y",113090,2016,"DORAL, FLORIDA",-80.3553302,25.8195424
"386",386,"CERTIFIED","ALTO USA LLC","CHIEF EXECUTIVES","CEO","Y",205629,2016,"MIAMI, FLORIDA",-80.1917902,25.7616798
"387",387,"CERTIFIED","PUERTO RICO SCIENCE, TECHNOLOGY AND RESEARCH TRUST","CHIEF EXECUTIVES","EXECUTIVE DIRECTOR","Y",83866,2016,"RIO PIEDRAS, PUERTO RICO",NA,NA
"388",388,"CERTIFIED","UPGRADE 3D LLC","CHIEF EXECUTIVES","CHIEF EXECUTIVE OFFICER","Y",164445,2016,"BOULDER, COLORADO",-105.2705456,40.0149856
"389",389,"DENIED","VIA PACIFICA CA, INC","CHIEF EXECUTIVES","CHIEF EXECUTIVE OFFICER","Y",103290,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
"390",390,"CERTIFIED","JOSEPH PRINCE MINISTRIES, INC.","CHIEF EXECUTIVES","DIRECTOR OF BUSINESS DEVELOPMENT","Y",118290,2016,"SOUTHLAKE, TEXAS",-97.1341783,32.9412363
"391",391,"CERTIFIED","GETMII, INC.","CHIEF EXECUTIVES","CO-FOUNDER, HEAD OF PRODUCT","Y",119184,2016,"ALLSTON, MASSACHUSETTS",-71.1337112,42.3539038
"392",392,"CERTIFIED","CARTRIDGE WORLD","CHIEF EXECUTIVES","GLOBAL CHIEF OPERATING OFFICER","Y",130853,2016,"MCHENRY, ILLINOIS",-88.2667534,42.333355
"393",393,"CERTIFIED","CARTRIDGE WORLD","CHIEF EXECUTIVES","GLOBAL CHIEF OPERATING OFFICER","Y",130853,2016,"MCHENRY, ILLINOIS",-88.2667534,42.333355
"394",394,"CERTIFIED","CARTRIDGE WORLD","CHIEF EXECUTIVES","GLOBAL CHIEF OPERATING OFFICER","Y",130853,2016,"MCHENRY, ILLINOIS",-88.2667534,42.333355
